Rating,Review Title,Review Text
1,ONLINE,"ONLINE - this is a review of their online store. Atrocious! Very dated and sends you to different pages you don't even click on! When I eventually got through to placing my order, and having put in my details and clicked pay, it sent me back to my orders page, this happened numerous times...so much so that I ended up cancelling my order and going else where...Joke!"
1,WORST SERVICE,"WORST SERVICE I HAVE EVER BEEN GIVE IN MY LIFE! I got to the check out when a member of staff come to eventually serve me. She started serving me with no conversation and looked frustrated. I smiled but nothing! The only words I got out of her was the price of my stuff. Then I asked for a gift box, she didn't know how to do that. Little to know I then go and find out she's the store manager! After bitting another staffs members head off for trying to kindly help she said she'll just charge me as a normal bag. Save money I did but come back, I would never! And I would never recommend it. Never go to the gap in the Trafford centre!!"
1,Shocked and disgusted!,"Shocked and disgusted!I went to the gap store (angel and islington branch) just before new years to see if there were any post christmas deals.What I arrived to at the store was absolutely disgusting and horrifying! A young pregnant lady being harassed and threatened by a member of staff!!!! I could not believe what I bore witness too, this young lady was pushed by a male member of staff and when she cried out to express her concern he then began to threaten to physically assault her! I am beyond disgusted at this behaviour and I have nothing but sympathy for this poor woman. To think a pregnant woman can not be safe to go shopping to a retail store. absolutely abysmal! Gap please vet your candidates i can't believe you hired such disgusting and callous person."
2,The low rating is due to the staff - Rude & Uncaring,"The low rating is due to the staff and not for the apparel. The staff, in general, seem to be rude, uncaring and stiff. Buying online is far better than having to interact with the staff. As everywhere, there are some exceptional staff. But in GAP, they seem to be rare."
1,Absolutely awful,"Awful. First, it takes ages for them to send the order. Second, it takes ages (2 weeks!) to confirm they have received a return. Third, it takes ages for them to actually refund your money (I'm still waiting, a week after confirmation they received the last parcel). Fourth, their sizing is terrible. I originally ordered a UK size 14, and have received instead a 10, then a 12 and then another 10 after calling customer service twice to request they send me the correct size. Needless to say, each delivery took ages to arrive. Presumably the mess up over sizes was because of the US/UK sizing differences, a UK 14 being a US 10. But that's not acceptable. I have absolutely given up on GAP."
1,Utterly dreadful dispatch times,"Utterly dreadful dispatch times. Ordered 26th November, still not shipped. Luckily I didn't pay the extra for express delivery this time, as that has still taken over a week from order in the past."
1,I'm surprised Gap is still in business,"I'm surprised Gap is still in business.  I submitted an order SEVEN days ago and it's still pending shipment.  In the interim, the cost of my order has nosedived so I just re-submitted my order for £20 less, and I'll cancel my old one.  Of course this will require me waiting for their US-based customer service hours.  Their delivery time is literally about 15x longer than anyone else I know of these days."
5,One of my favourite clothing brands.,"I've shopped with them many times and I've always been very happy! Orders to my local store arrive quickly and even if I prefer to return something that's not a problem at all, they give me a refund on the spot! One of my favourite clothing brands."
1,No money refund and very bad website,Horrible experience and I don't recommend shopping online with GAP. I decide to return part of my online order and it took them about 2 weeks to send me a return confirmation of receiving my parcel and now (2 weeks later) I'm still waiting for refund my money. The Gap t&c says it can take up 2 bank statements to appear!!! Their website also works horrible. That's shame because cloths are really nice.
1,Sent the wrong order,"I ordered a t-shirt online to collect in store. I was impressed at first as collecting in store was free and my order arrived 2 days after I placed it. However when I opened it I realised I'd been sent something completely different to what I ordered. Also their sizes must run extremely small because I'm a size 8/10, the t-shirt I was sent is an XL and fits like a glove."
1,The worst shopping experience I've ever …,"The worst shopping experience I've ever had on an online store. Completely useless, free delivery didn't work, valid promo code didn't work, live chat was useless, timed out twice. I ended up paying full price just so I could get off the site. In shock that a company of this size can produce such a shocking eCommerce experience."
3,Great products shame about the couriers,Th booking process for jeans was convienent but the courier experience with Hermes courier was terrible.Customer service was very understanding but no delivery notification of jeans at store due to a fault so I had to chase customer service to learn that my packagr arrived. Due to Hermes I would not shop online with GAP.
1,Price doubled overnight,"For many years I have been purchasing Gap's 'Pullover bra' which was an excellent purchase, priced at £14.95. Every now and again, seasonal colours were temporarily added to the range which sat alongside the standard colours they continually ran.Early this year after a long long wait without new colours, finally a new 'Light Pink' colour was introduced. Straight away this was priced at £29.95, more than double the price of the standard colours which it sat alongside, these were still priced at £14.95. I thought this was a mistake, but then a few weeks later the standard colours leapt in price overnight straight from £14.95 to £29.95!!!! and the style name changed from being called 'Pullover bra' to now being called 'Cotton bralette'.Now even if there is one of their usual '30-40% off' events, this bra will still be more expensive than the full price it was a month or so ago. How can they do this and think this is acceptable. I think this is bad and I am very disappointed the price was hiked in such a manner."
4,All good except payment service,All good except payment service. Don't understand wgy to keep freezed money and charge once more when goods deliverd
2,Sent wrong goods,"Ordered goods online as the product was not in store. Goods dispatched very quickly to store for delivery next day, but the wrong goods were dispatched. Arrived in time, but completely the wrong product."
3,Slightly disappointing first shop,"Was looking for sale items, but didn't find the website particularly user friendly in terms of easy search facilities. Delivery was fairly expensive, slow (don't expect to wait 4-5 days any more! and no tracking facility ) and when they eventually arrived the clothes were way too small for my skinny 13 year old (perhaps this was why they were in the sale?)My nearest shop is 100 miles away, so am judging purely on website experience."
4,Quality clothing that lasts years,Gap makes quality clothing that are well fitting and last ages. I have capris that I've worn to work every week spring to summer over 5yrs and are as good as new once I dyed them back again after at least 100 washes. I'd have given 5* but my local store closed & the website charges delivery & didn't provide any tracking info but my package did arrive randomly 3 days later.
4,Nice t shirts,Love the t shirts that gap provide - can always guarantee the same size & fit!
5,Baby gap clothes are a great deal!,Great value for the money specially on sales!
4,Wonderful Customer Service,"We have ordered from GAP online several times and are very happy indeed with the very helpful customer services. Lovely products, I do feel however the quality could be better, especially for the prices, compared to other brands of similar costs etc.However, all in all, lovely company and lovely designs, all good!"
4,"Good quality, washed poorly","Originally from Germany, I was always told about GAP. Then I enjoyed the variety of clothing they had, the prices at which they could be purchased, and the material. Unfortunately, they did not wash as well as I expected. I separated my sweaters accordingly. Unsure what happened!"
5,Just awesome!,"Bought a few items, workout clothes, baby clothes and all. All was delivered on time. I'd recommend the website to a friend, I've done so already actually!"
4,Good quality items.,"Customer service advisors are friendly and helpful. Excellent quality items  and consistent sizing-  but the  drawback  to ordering online is the £4 delivery charge, which, unless you are   spending £50  or more,  seems expensive, in my opinion.  Also the size xxsmall is only  available online."
3,Delivery charges,"Hi,

Just researched and apparently if you order online and wish to return the product, you should get a full refund - including delivery charges!
Not so with the Gap - I am going to stop ordering on-line, as essentially I am giving Gap money for nothing if I decide I do not like it. 
They are one of only few clothing retailers, that do not offer a free delivery or collect from store service. They often do not have all product in stores or many sizes...so I end up ordering on-line, not any more."
